id,sale_date,id_product,qtd,total,custo_total_reais,prejuizo_transacao
9723,2023-10-12,17,12,160041.75,171674.68492799997,11632.934927999973
5885,2023-10-12,123,3,7914.45,8110.2130560000005,195.7630560000007
5972,2023-10-12,53,9,483075.0,515040.869952,31965.86995199998
9222,2023-10-12,41,11,110770.0,111408.365376,638.3653760000016
8180,2023-10-12,55,10,1099872.0,1177874.24064,78002.24063999997
6855,2023-10-13,57,7,789957.3,797265.433125,7308.133124999935
4171,2023-10-13,146,13,6125.6,6516.75375,391.1537499999995
8236,2023-10-13,22,6,224881.15,231781.60125,6900.451250000013
3319,2023-10-13,89,11,822186.05,825974.82,3788.769999999902
5810,2023-10-13,67,10,814995.5,846486.9562499999,31491.45624999993
3863,2023-10-14,71,9,1112988.65,1252281.6675,139293.01750000007
1903,2023-10-14,54,7,808206.8,821862.95625,13656.15625
347,2023-10-14,63,11,1462557.3,1537985.17125,75427.87124999985
6815,2023-10-14,34,5,24588.0,25890.637500000004,1302.6375000000044
15,2023-10-14,14,3,102061.35,102783.83625,722.4862499999872
492,2023-10-14,141,4,18170.65,19483.5375,1312.887499999997
6200,2023-10-14,28,2,27091.15,27574.32375,483.1737499999981
8600,2023-10-14,31,11,86558.3,93896.364375,7338.064375000002
2786,2023-10-14,32,2,25005.0,25926.2775,921.2775000000001
9077,2023-10-14,109,1,591.85,856.726875,264.8768749999999
7658,2023-10-14,106,1,4385.0,4649.248125,264.2481250000001
9535,2023-10-15,99,5,509516.35,539938.153125,30421.803124999977
4118,2023-10-15,130,7,29009.0,30457.822500000002,1448.822500000002
6542,2023-10-15,69,13,588445.0,606759.0018750001,18314.001875000075
5646,2023-10-15,131,13,11900.65,12912.412499999999,1011.7624999999989
6800,2023-10-15,106,5,20827.8,23246.240625,2418.4406249999993
1209,2023-10-15,91,7,944202.0,980618.349375,36416.34937499999
6122,2023-10-15,22,5,187400.8,193151.334375,5750.5343750000175
6824,2023-10-15,30,14,428896.5,464829.435,35932.935
700,2023-10-15,77,2,84938.55,90717.46875,5778.918749999997
5070,2023-10-15,65,5,127788.0,132263.8875,4475.887500000012
3439,2023-10-15,150,11,17196.9,18203.129999999997,1006.2299999999959
575,2023-10-15,136,14,27629.0,37835.91,10206.910000000003
8034,2023-10-16,123,14,36935.05,37939.102124,1004.0521239999944
9681,2023-10-16,94,2,77426.9,81212.835268,3785.935268000001
3314,2023-10-16,105,11,3405.0,3487.782672,82.78267199999982
1580,2023-10-16,134,2,8963.25,9598.69134,635.4413399999994
8948,2023-10-16,34,7,34423.0,36241.880584,1818.8805839999986
1439,2023-10-16,109,6,3549.2,5139.650484,1590.450484
3411,2023-10-16,69,2,86003.5,93334.631436,7331.131435999996
7763,2023-10-16,36,11,236184.25,249245.613518,13061.363517999998
2247,2023-10-16,46,9,42611.3,45585.355968,2974.0559680000006
1206,2023-10-16,82,2,98104.6,98910.507844,805.9078440000012
145,2023-10-16,122,12,15076.5,16479.19608,1402.6960800000015
6540,2023-10-17,134,4,18870.0,19108.63584,238.635839999999
733,2023-10-17,68,4,254208.6,282118.758848,27910.15884800002
2877,2023-10-17,29,7,255572.0,271204.022544,15632.022544000007
9125,2023-10-17,2,15,199473.4,213860.43024,14387.030239999993
6011,2023-10-17,72,12,1195976.0,1854664.0611840002,658688.0611840002
8718,2023-10-17,17,1,14039.0,14274.492576,235.49257600000055
64,2023-10-17,106,13,57003.0,60152.50030400001,3149.5003040000083
8883,2023-10-17,138,10,39738.5,42165.36192,2426.861920000003
3718,2023-10-18,17,2,26674.1,28653.244703999997,1979.1447039999985
7008,2023-10-18,145,8,33059.05,33195.262464,136.21246399999654
1099,2023-10-18,101,12,5282.95,5864.269824,581.3198240000002
4771,2023-10-18,10,1,32033.0,32593.149288,560.1492880000005
9764,2023-10-18,46,3,14951.0,15180.109056000001,229.10905600000115
2103,2023-10-18,11,6,206521.45,219856.71859200002,13335.268592000008
9460,2023-10-18,136,1,1974.0,2699.522112,725.5221120000001
327,2023-10-19,60,8,826508.55,897186.88864,70678.33863999997
623,2023-10-19,77,14,594571.75,633956.071,39384.320999999996
5390,2023-10-19,98,8,634889.0,640848.8172800001,5959.817280000076
3702,2023-10-19,124,15,53721.55,55010.0103,1288.4602999999988
1217,2023-10-19,135,5,7811.85,8291.087000000001,479.237000000001
7458,2023-10-19,28,4,54182.3,55056.05224,873.7522399999943
815,2023-10-19,122,12,15076.5,16453.8024,1377.3024000000005
8403,2023-10-19,10,14,448463.0,456051.42996000004,7588.429960000038
7636,2023-10-19,103,14,23796.55,24177.3252,380.77520000000004
1391,2023-10-19,99,13,1394467.0,1401482.13478,7015.134779999964
217,2023-10-19,112,13,26934.4,28618.47716,1684.077159999997
4973,2023-10-19,36,14,300598.05,316732.86596,16134.815960000036
411,2023-10-20,89,15,1121162.45,1124171.19744,3008.7474400000647
3083,2023-10-20,84,14,607934.0,633197.8974720001,25263.8974720001
6673,2023-10-21,141,14,63597.75,68061.72128,4463.971279999998
1809,2023-10-21,78,1,115673.9,128083.62931200002,12409.729312000025
6643,2023-10-21,130,1,4144.0,4342.780544,198.7805440000002
1539,2023-10-21,15,14,371067.15,372652.690816,1585.5408159999643
4634,2023-10-21,120,9,26714.0,28897.215840000004,2183.2158400000044
6681,2023-10-21,135,11,18090.0,18236.060480000004,146.06048000000374
7761,2023-10-21,98,3,238083.0,240261.246336,2178.246336000011
1411,2023-10-21,63,8,1063677.95,1116391.502336,52713.55233600014
6222,2023-10-21,38,10,251380.45,274843.01376,23462.56375999999
2235,2023-10-21,65,15,364197.7,396031.39008000004,31833.69008000003
5872,2023-10-21,7,5,92714.3,92936.65568,222.3556799999933
8761,2023-10-22,112,11,22790.5,24209.884864,1419.3848639999997
2229,2023-10-22,150,7,11520.0,11561.614848000001,41.614848000001075
8087,2023-10-22,91,10,1348860.0,1398199.19456,49339.194559999974
4685,2023-10-22,149,9,9949.35,10274.666688000001,325.3166880000008
2336,2023-10-22,5,15,355035.0,360181.77408,5146.774080000003
6277,2023-10-22,49,8,106114.0,106189.64480000001,75.64480000000913
8227,2023-10-22,60,8,826508.55,896973.8644480001,70465.31444800005
8704,2023-10-22,30,15,459532.1,497077.28448000003,37545.184480000054
2632,2023-10-22,135,5,8223.0,8289.118400000001,66.1184000000012
2350,2023-10-22,85,13,476446.85,492640.774496,16193.92449600005
1889,2023-10-23,5,8,179884.4,190713.093888,10828.693888000009
4921,2023-10-23,138,9,35764.65,37783.123488,2018.473487999996
9256,2023-10-23,42,14,79705.0,88740.01567200001,9035.015672000009
2185,2023-10-23,62,4,388443.6,401327.65116799995,12884.051167999976
3361,2023-10-24,65,14,357808.0,366242.29683999997,8434.296839999966
7542,2023-10-24,67,11,896496.0,920835.682195,24339.682195
4436,2023-10-24,32,14,175034.0,179476.41642,4442.416419999994
4126,2023-10-24,85,1,36650.05,37548.199285,898.1492849999995
7240,2023-10-24,124,6,21489.0,21797.19957,308.1995700000007
2239,2023-10-24,30,6,193487.0,197008.97916,3521.979159999988
5949,2023-10-25,85,5,183249.3,187426.001045,4176.701045000023
8936,2023-10-25,42,2,11986.0,12630.898433999999,644.8984339999988
2280,2023-10-25,88,8,386692.0,398032.290232,11340.290232
2683,2023-10-25,102,4,3161.6,3997.080532,835.480532
1150,2023-10-26,108,2,6356.45,6541.88817,185.43817000000035
4781,2023-10-26,106,8,35079.0,36775.20828,1696.208279999999
1367,2023-10-26,120,3,9373.0,9542.234925,169.23492500000066
3850,2023-10-26,124,13,46558.55,47217.832545,659.2825449999946
2319,2023-10-26,38,10,251380.45,272270.16809999995,20889.71809999994
1950,2023-10-26,117,15,61545.0,61822.930499999995,277.93049999999494
1229,2023-10-26,74,11,904536.8,944858.0017799999,40321.20177999989
1663,2023-10-26,48,12,176836.0,181417.3398,4581.339799999987
5508,2023-10-27,146,15,7068.0,7349.2644,281.2644
2523,2023-10-27,70,9,293739.05,296363.13192,2624.081920000026
2896,2023-10-27,29,11,401614.0,418531.1816400001,16917.181640000083
2661,2023-10-27,105,10,3095.0,3099.4272,4.427200000000084
254,2023-10-27,5,7,157398.85,164598.58464000002,7199.73464000001
6846,2023-10-27,50,8,90208.0,94148.56480000001,3940.5648000000074
5105,2023-10-28,5,9,202369.95,211626.75168,9256.801679999975
5419,2023-10-28,122,8,10580.0,10739.139200000001,159.13920000000144
1327,2023-10-28,91,13,1753518.0,1779958.9334800004,26440.933480000356
4325,2023-10-29,120,3,9373.0,9432.6198,59.619800000000396
660,2023-10-29,91,12,1618632.0,1643039.0155200004,24407.015520000365
5305,2023-10-29,71,7,865657.1,951967.6891200001,86310.58912000014
1897,2023-10-29,98,1,75392.95,78425.99792000001,3033.047920000012
2293,2023-10-30,103,13,22096.05,22243.37154,147.32154000000082
2237,2023-10-30,105,14,4117.3,4391.289503999999,273.9895039999992
9822,2023-10-30,104,3,11139.0,11154.584388,15.584387999999308
9026,2023-10-30,9,11,414922.0,437013.624344,22091.62434400001
1584,2023-10-30,48,12,167994.2,181486.20264,13492.002639999992
4620,2023-10-30,29,11,381533.3,423555.58588200004,42022.285882000055
6131,2023-10-31,29,13,474634.0,505573.94842499995,30939.94842499995
9962,2023-10-31,109,4,2491.0,3423.5229,932.5228999999999
3095,2023-10-31,117,1,4103.0,4164.3455,61.34550000000036
5919,2023-10-31,50,11,117834.2,132319.119625,14484.919624999995
7805,2023-10-31,107,1,1437.35,1494.3901,57.040100000000166
105,2023-10-31,77,6,254816.6,271883.61375,17067.013750000013
3417,2023-10-31,1,6,198735.0,199512.30599999998,777.3059999999823
1764,2023-10-31,107,4,5751.3,5977.5604,226.26040000000012
9270,2023-10-31,131,12,11563.0,11907.377999999999,344.3779999999988
3678,2023-10-31,71,12,1562089.0,1668059.7948,105970.79480000003
2688,2023-10-31,4,1,3212.9,3309.1728249999996,96.27282499999956
199,2023-10-31,99,11,1120936.35,1186690.737925,65754.38792499993
4619,2023-11-01,101,13,5722.8,6305.972608,583.1726079999999
2618,2023-11-01,107,12,17252.95,17797.587744000004,544.6377440000033
6025,2023-11-01,143,4,16858.7,18006.194008000002,1147.4940080000015
1896,2023-11-01,86,13,1155010.95,1163106.7620380002,8095.812038000207
2495,2023-11-01,109,8,4982.0,6795.464496,1813.4644959999996
2883,2023-11-01,65,14,357808.0,367185.975184,9377.97518399998
1049,2023-11-01,122,13,16332.4,17702.921860000002,1370.5218600000026
4399,2023-11-01,29,1,34684.5,38597.328822,3912.828822000003
4844,2023-11-01,5,12,284028.0,286240.721472,2212.7214720000047
5475,2023-11-01,17,7,98271.0,99544.640412,1273.6404119999934
546,2023-11-01,55,15,1567317.6,1756244.64219,188927.04218999995
3725,2023-11-02,74,11,904536.8,947481.820824,42945.02082400001
7167,2023-11-02,135,10,16445.0,16468.651400000002,23.651400000002468
1587,2023-11-02,46,4,19935.0,20090.449664,155.44966399999976
3829,2023-11-02,142,12,9917.0,10232.348064,315.3480639999998
1986,2023-11-02,134,10,44817.2,47591.441100000004,2774.2411000000066
9757,2023-11-02,30,13,398260.9,427952.638568,29691.73856799997
32,2023-11-02,40,11,156024.0,164024.103782,8000.103781999991
2517,2023-11-02,10,3,96099.0,97056.272862,957.272861999998
5685,2023-11-02,32,8,95019.0,102822.208224,7803.208224000002
1755,2023-11-03,101,9,3962.45,4253.996160000001,291.5461600000008
1374,2023-11-03,122,9,11902.0,11942.3547,40.354699999999866
1401,2023-11-03,55,2,208975.3,228175.81238,19200.51238
1772,2023-11-03,47,13,79598.0,95138.60707,15540.607069999998
9404,2023-11-03,8,1,4734.8,4920.68837,185.88836999999967
881,2023-11-03,106,10,41656.55,44917.4767,3260.9266999999963
1698,2023-11-03,9,14,528083.15,543269.97704,15186.827040000004
6259,2023-11-04,55,2,208975.3,228175.81238,19200.51238
9893,2023-11-04,120,7,20777.45,21755.90165,978.4516499999991
9846,2023-11-04,49,14,176415.0,179881.19799999997,3466.197999999975
4766,2023-11-04,119,1,3256.0,3276.38308,20.383080000000064
8826,2023-11-04,46,8,37876.5,39153.041919999996,1276.541919999996
2793,2023-11-04,32,13,154405.4,162811.90146,8406.50146
552,2023-11-04,11,15,516305.05,531620.3975999999,15315.347599999921
287,2023-11-05,42,5,28465.8,30900.604349999998,2434.8043499999985
6650,2023-11-05,47,11,67353.0,80501.89829,13148.898289999997
9407,2023-11-05,138,7,27816.95,28652.260560000002,835.3105600000017
5399,2023-11-05,138,13,51661.0,53211.34104,1550.3410399999993
2611,2023-11-05,47,15,87251.8,109775.31585,22523.515849999996
277,2023-11-05,55,1,104487.65,114087.90619,9600.25619
6392,2023-11-05,141,12,54512.9,56075.51063999999,1562.6106399999917
1239,2023-11-06,130,11,45585.0,46325.026571999995,740.0265719999952
1994,2023-11-06,10,1,30431.35,31581.864458999997,1150.5144589999982
6683,2023-11-06,18,14,353413.3,379804.38073199993,26391.080731999944
7836,2023-11-06,18,9,227194.4,244159.95904199997,16965.55904199998
5229,2023-11-07,2,2,26596.2,27544.689159999998,948.4891599999974
4890,2023-11-07,135,15,23434.6,23952.9405,518.3405000000021
8143,2023-11-07,62,8,776887.2,778750.3700799999,1863.1700799999526
5224,2023-11-07,38,12,301657.3,317683.88568,16026.585680000018
9,2023-11-07,26,7,114932.9,116273.40872,1340.5087200000125
2706,2023-11-07,150,7,10944.0,11136.47472,192.47472000000016
5242,2023-11-07,109,7,4359.0,5765.496869999999,1406.496869999999
4783,2023-11-08,101,13,5722.8,6137.75136,414.95136
3958,2023-11-08,71,12,1562089.0,1611330.9199199998,49241.91991999978
8231,2023-11-08,138,6,23843.1,24531.463440000003,688.3634400000046
2978,2023-11-08,101,10,4634.0,4721.3472,87.34720000000016
3192,2023-11-08,65,15,364197.7,382918.6503,18720.950299999968
279,2023-11-08,71,12,1562089.0,1611330.9199199998,49241.91991999978
5679,2023-11-09,148,15,68193.85,69704.12630999999,1510.2763099999866
2112,2023-11-09,118,15,64727.0,64745.107979999986,18.107979999986128
9707,2023-11-09,34,14,65402.75,70176.847832,4774.0978319999995
7864,2023-11-09,136,8,14998.6,15314.491472,315.89147199999934
3584,2023-11-10,117,5,19489.25,20263.4623,774.2122999999992
3596,2023-11-10,70,5,163188.15,163777.69907000003,589.5490700000373
342,2023-11-10,74,6,493383.45,506769.45530400006,13386.00530400005
6697,2023-11-10,29,14,511145.0,529866.258558,18721.258557999972
2950,2023-11-10,40,5,70920.0,73108.179935,2188.179934999993
9959,2023-11-10,105,14,4117.3,4316.309424,199.00942399999985
6153,2023-11-10,98,11,829323.4,858135.4306360001,28812.030636000098
4727,2023-11-10,3,7,60010.55,60423.163941000006,412.61394100000325
6780,2023-11-11,142,7,5785.0,5852.926603999999,67.92660399999932
8016,2023-11-11,78,10,1217616.0,1247654.3997600002,30038.399760000175
9679,2023-11-11,38,3,75413.85,80316.843894,4902.993893999999
1649,2023-11-11,72,12,1136177.2,1811779.740144,675602.540144
5254,2023-11-12,59,14,1220326.0,1232192.644662,11866.644662000006
6844,2023-11-12,118,13,53291.2,56355.16437199999,3063.964371999995
9213,2023-11-12,60,15,1631266.0,1638255.89157,6989.891569999978
3599,2023-11-12,96,1,70621.0,72727.96316,2106.9631599999993
7762,2023-11-12,96,12,847450.0,872735.55792,25285.55792000005
1154,2023-11-13,42,8,45545.85,49781.62543199999,4235.775431999995
718,2023-11-13,106,5,20827.8,22613.483695,1785.6836949999997
770,2023-11-13,62,10,971109.0,984978.4126599999,13869.412659999914
3948,2023-11-14,121,7,24567.0,25449.00232,882.0023199999996
4659,2023-11-14,40,4,56736.0,57848.431144,1112.431144000002
7193,2023-11-14,26,9,147771.55,149531.241744,1759.6917440000107
9733,2023-11-14,88,7,338355.0,339226.545266,871.5452659999719
8440,2023-11-14,38,4,100552.75,105920.737776,5367.9877759999945
198,2023-11-14,106,10,43849.0,44708.088339999995,859.0883399999948
5412,2023-11-14,74,2,164461.15,167080.129104,2618.979103999998
6705,2023-11-15,109,6,3736.0,4943.072915999999,1207.0729159999992
3699,2023-11-15,46,6,28407.85,29227.893888,820.0438880000002
3063,2023-11-15,138,4,15895.4,16296.396864,400.99686400000064
885,2023-11-15,117,12,46774.2,48101.71056,1327.5105600000024
3014,2023-11-15,8,5,23674.95,24488.74987,813.7998699999989
3366,2023-11-15,60,1,103313.45,108025.455364,4712.005363999997
4782,2023-11-16,134,4,17926.5,18422.5545,496.05449999999837
3127,2023-11-16,131,7,6407.75,6671.290499999999,263.54049999999916
408,2023-11-16,68,9,571970.3,611976.3635249999,40006.06352499989
6492,2023-11-17,122,4,5025.5,5301.09348,275.59348000000045
2493,2023-11-17,78,8,974092.0,990620.203968,16528.203968000016
9762,2023-11-17,1,13,409063.35,417524.12676,8460.776760000037
3268,2023-11-17,60,10,1033135.45,1083960.28698,50824.83698000014
4759,2023-11-18,65,10,242798.15,255247.74876,12449.598759999993
6686,2023-11-18,34,4,19670.0,19985.884464000002,315.8844640000025
644,2023-11-19,40,8,107798.4,116093.751816,8295.35181600001
2576,2023-11-19,62,4,388443.6,390807.240888,2363.6408880000236
5325,2023-11-20,68,6,381313.85,409227.30293400004,27913.45293400006
4405,2023-11-20,147,15,43178.45,43279.910055,101.4600550000032
4950,2023-11-20,47,10,61230.0,72903.73767,11673.737670000002
9838,2023-11-20,42,2,11986.0,12312.984222,326.98422199999914
9719,2023-11-21,59,3,248423.1,261825.69252600003,13402.592526000022
9414,2023-11-21,98,3,226178.85,232073.115672,5894.265672000009
418,2023-11-21,68,1,63552.15,68320.737458,4768.587458000002
5482,2023-11-21,122,1,1322.0,1324.10678,2.1067800000000716
4344,2023-11-21,109,2,1245.0,1651.887876,406.887876
224,2023-11-21,34,10,46716.25,49920.729040000006,3204.4790400000056
3815,2023-11-21,142,8,6280.45,6632.9306240000005,352.4806240000007
2712,2023-11-21,1,3,94399.6,96266.90664000002,1867.3066400000098
8275,2023-11-22,84,9,371274.25,394488.362592,23214.11259199999
3993,2023-11-22,118,10,40993.45,43129.055680000005,2135.605680000008
7398,2023-11-23,71,9,1171567.0,1210378.158468,38811.15846799989
8808,2023-11-23,65,7,169958.8,178973.35290799997,9014.552907999983
6434,2023-11-23,119,7,21651.45,22944.528795999995,1293.0787959999943
3066,2023-11-23,69,4,172007.0,180447.93752399998,8440.937523999979
1423,2023-11-23,63,14,1861436.65,1891936.4916759997,30499.841675999807
7900,2023-11-23,47,1,6123.0,7321.496598999999,1198.4965989999992
6802,2023-11-24,50,7,74985.4,81459.29620499999,6473.896204999997
2940,2023-11-24,10,2,64066.0,64073.91851399999,7.918513999989955
7230,2023-11-24,99,8,815226.35,834925.1640239999,19698.814023999963
1256,2023-11-24,136,2,3749.65,3822.3729479999997,72.72294799999963
36,2023-11-24,136,7,13123.3,13378.305317999999,255.00531799999953
7364,2023-11-25,42,2,11386.7,12364.537878,977.8378779999985
1390,2023-11-25,38,2,50275.9,53226.900468,2951.0004679999984
8905,2023-11-25,131,1,915.8,959.9477399999998,44.147739999999885
8055,2023-11-25,71,9,1171567.0,1210279.212756,38712.21275599999
6068,2023-11-25,62,4,388443.6,391431.265224,2987.6652239999967
6882,2023-11-26,138,11,43713.3,45040.630536,1327.330535999994
2243,2023-11-26,112,6,12431.7,12786.973596,355.2735959999991
9748,2023-11-26,8,2,9469.6,9844.797378,375.19737799999893
1963,2023-11-26,30,7,214448.25,224619.35571599996,10171.105715999962
956,2023-11-27,40,6,85104.0,87252.122538,2148.122537999996
9043,2023-11-27,91,1,128141.7,135456.08132700002,7314.381327000025
3534,2023-11-27,30,5,153177.05,160521.09822,7344.048220000026
9287,2023-11-27,67,5,407497.75,409248.22711499996,1750.4771149999578
5725,2023-11-28,46,10,47346.1,48898.27488,1552.1748799999987
5691,2023-11-28,34,7,32701.85,34988.185596,2286.3355960000044
925,2023-11-28,74,8,657844.6,670860.249696,13015.649696000037
2733,2023-11-28,94,3,116140.35,117605.228013,1464.878012999994
6999,2023-11-28,98,13,980110.25,1006907.0760840002,26796.826084000175
9604,2023-11-28,28,11,149001.8,157059.710808,8057.910808000015
6720,2023-11-28,55,7,769910.0,797913.228021,28003.228021000046
8545,2023-11-28,112,9,18647.55,19156.939073999998,509.3890739999988
6368,2023-11-28,60,6,619881.65,650615.8244040001,30734.17440400005
8320,2023-11-29,47,5,29084.25,36608.979285,7524.729285000001
7887,2023-11-29,3,3,25719.35,25745.168223,25.818223000002035
7512,2023-11-29,84,8,347391.0,350405.689824,3014.689824000001
5812,2023-11-29,49,7,88207.5,89982.8937,1775.3937000000005
5154,2023-11-29,5,10,224855.5,232541.35992,7685.859919999988
3615,2023-11-29,74,12,986767.85,1007649.475056,20881.625056000077
8898,2023-11-29,59,13,1133160.0,1137530.3307029998,4370.33070299984
311,2023-11-29,29,1,34684.5,37627.666479,2943.1664789999995
5388,2023-11-29,150,8,12506.75,12796.175232,289.4252319999996
3947,2023-11-29,83,15,2022058.0,2630616.06015,608558.0601499998
4007,2023-11-30,48,5,73682.0,74533.45325,851.4532500000059
7950,2023-11-30,84,1,41252.8,44178.45018,2925.650179999997
1948,2023-11-30,115,2,1577.95,1586.17099,8.220990000000029
1113,2023-11-30,40,11,148222.8,161282.41706500002,13059.617065000028
3334,2023-11-30,108,4,13382.0,13598.881860000001,216.88186000000132
6329,2023-11-30,17,12,160041.75,167795.54964,7753.799640000012
5186,2023-11-30,106,15,62484.35,67989.227025,5504.877025000002
4498,2023-12-01,4,15,50728.0,51070.588110000004,342.58811000000424
3816,2023-12-01,88,4,183678.7,195870.494676,12191.79467599999
4331,2023-12-01,31,5,39345.2,41471.21041500001,2126.0104150000116
4176,2023-12-01,138,11,43713.3,45283.660487999994,1570.3604879999912
8189,2023-12-01,148,7,33499.0,33737.450586,238.45058599999902
9118,2023-12-01,70,8,261100.85,261895.24516800002,794.3951680000173
874,2023-12-01,59,10,871661.0,879636.90537,7975.905370000051
9140,2023-12-02,63,9,1196638.05,1222707.5322659998,26069.482265999774
7959,2023-12-02,112,12,24862.45,25711.938936000002,849.4889360000016
5346,2023-12-03,31,7,55082.9,58059.694581,2976.794581000002
772,2023-12-03,26,13,213446.95,218247.87410400002,4800.924104000005
7695,2023-12-03,55,6,659923.0,688460.2159140001,28537.21591400006
8603,2023-12-03,119,4,12371.85,13180.826832,808.9768320000003
7767,2023-12-03,59,9,745270.25,791673.214833,46402.964832999976
5199,2023-12-03,131,10,9154.2,9651.2742,497.0741999999991
9229,2023-12-03,50,3,32136.6,35099.500185,2962.9001849999986
7203,2023-12-04,53,15,805125.0,834517.299945,29392.299944999977
6365,2023-12-04,17,4,53347.25,55632.67029599999,2285.4202959999893
6264,2023-12-04,98,12,904717.3,933713.176368,28995.87636799994
7442,2023-12-04,108,6,20073.0,20289.212118,216.21211799999946
2836,2023-12-04,149,5,5527.1,5545.81027,18.710269999999582
491,2023-12-04,138,6,23843.1,24649.965647999998,806.865647999999
9069,2023-12-05,77,8,339755.15,354963.79160000006,15208.641600000032
2443,2023-12-05,106,11,48234.0,50027.471054,1793.4710540000015
2708,2023-12-05,25,7,84885.0,85917.50059200001,1032.5005920000112
8467,2023-12-05,34,10,49175.0,50653.082480000005,1478.0824800000046
4861,2023-12-05,105,2,588.05,620.4116160000001,32.36161600000014
7187,2023-12-05,29,1,36510.0,38080.585686000006,1570.5856860000058
5497,2023-12-05,98,10,753930.45,784925.6808800001,30995.230880000163
8664,2023-12-05,72,9,896982.0,1367200.008504,470218.008504
8336,2023-12-06,146,5,2356.0,2427.52481,71.52480999999989
1287,2023-12-06,119,6,18558.25,19706.931768000002,1148.6817680000022
2701,2023-12-06,48,7,103154.0,103661.83051000001,507.8305100000143
4051,2023-12-06,53,7,375725.0,388965.42358100007,13240.423581000068
2066,2023-12-07,26,3,49257.5,50117.118936,859.6189359999989
8699,2023-12-07,119,9,29302.0,29510.960507999996,208.96050799999648
7430,2023-12-07,109,15,9340.0,12425.458904999998,3085.4589049999977
9800,2023-12-07,48,11,153995.0,162624.73116999998,8629.731169999985
5881,2023-12-07,32,11,137527.0,137873.767218,346.7672179999936
2675,2023-12-08,85,6,219898.4,232574.461596,12676.061596000014
7297,2023-12-08,122,14,18515.0,18671.19156,156.1915599999993
6810,2023-12-08,34,13,63928.0,65364.99933600001,1436.999336000008
813,2023-12-08,122,10,12563.75,13336.5654,772.8153999999995
7978,2023-12-08,47,15,91844.0,110331.93573,18487.935729999997
7363,2023-12-08,68,9,571970.3,619321.339746,47351.039745999966
4520,2023-12-08,102,15,11856.0,14742.238410000002,2886.2384100000017
8413,2023-12-08,121,2,7019.55,7342.23888,322.6888799999997
8667,2023-12-09,146,9,4240.8,4380.862644,140.06264399999964
9293,2023-12-09,122,7,9257.0,9335.59578,78.59577999999965
634,2023-12-09,88,9,413276.6,440412.961698,27136.36169800005
1036,2023-12-09,84,13,564510.0,572027.460264,7517.460263999994
1222,2023-12-10,146,7,3298.4,3407.337612,108.93761199999972
2165,2023-12-10,149,15,16581.3,16660.13778,78.83778000000166
638,2023-12-10,62,1,97110.9,98319.834324,1208.9343240000017
1497,2023-12-10,67,10,814995.5,821957.64534,6962.145340000046
1199,2023-12-10,101,8,3521.65,3800.503296,278.8532959999998
6479,2023-12-10,18,9,227194.4,244952.249364,17757.849363999994
9439,2023-12-10,50,13,139258.6,151995.79862999998,12737.19862999997
4811,2023-12-10,19,9,147891.0,148571.05908600002,680.059086000023
297,2023-12-11,4,11,37201.0,37641.34176,440.341760000003
7132,2023-12-11,40,1,14184.0,14687.28912,503.28911999999946
9236,2023-12-11,136,12,22497.9,23174.70336,676.8033599999981
3146,2023-12-11,107,9,12939.0,13864.508639999998,925.5086399999982
9985,2023-12-11,109,8,4982.0,6693.384959999999,1711.3849599999994
2838,2023-12-11,18,9,239152.0,246357.44352,7205.443520000001
6271,2023-12-11,121,3,10528.85,11076.5376,547.6875999999993
5863,2023-12-11,4,14,44978.7,47907.162240000005,2928.462240000008
1792,2023-12-11,78,10,1217616.0,1253256.5376,35640.53759999992
8095,2023-12-12,122,14,17589.25,18791.97432,1202.7243200000012
5511,2023-12-12,55,1,109987.0,115408.162884,5421.162884000005
7804,2023-12-12,115,4,3155.9,3322.8081600000005,166.9081600000004
7181,2023-12-12,136,7,13123.3,13528.420584000001,405.12058400000205
6087,2023-12-12,83,5,640318.05,886602.4985999999,246284.4485999999
7923,2023-12-12,72,10,996646.0,1517700.04848,521054.0484800001
3390,2023-12-13,130,11,43305.75,46874.32024,3568.570240000001
7148,2023-12-13,122,11,13819.65,14796.159400000002,976.5094000000026
3116,2023-12-13,105,3,929.0,931.70736,2.707359999999994
8469,2023-12-13,90,7,553681.0,558502.48734,4821.487339999992
6682,2023-12-13,1,14,440529.25,456370.0176,15840.767600000021
4613,2023-12-13,55,1,109987.0,115650.75422,5663.7542200000025
419,2023-12-13,150,8,12506.75,12965.36832,458.6183199999996
8221,2023-12-13,29,6,219062.0,228751.11323999998,9689.113239999977
7826,2023-12-13,11,11,378623.45,395195.43712,16571.987120000005
9836,2023-12-13,150,11,17196.9,17827.38144,630.4814399999996
6986,2023-12-13,102,7,5532.8,6938.77058,1405.9705800000002
6994,2023-12-13,141,7,31799.35,33764.07916,1964.7291600000026
7830,2023-12-14,46,3,14203.45,14682.991104000002,479.5411040000017
3048,2023-12-14,83,11,1482843.0,1928290.54704,445447.5470400001
9927,2023-12-14,94,6,232279.75,235427.05353600002,3147.3035360000213
6353,2023-12-14,29,9,328593.0,338503.66430400003,9910.664304000034
1523,2023-12-14,68,3,200691.0,205407.36244800003,4716.362448000029
3786,2023-12-14,5,1,22485.55,23244.156288000002,758.6062880000027
8649,2023-12-15,32,13,162532.0,164433.029982,1901.0299820000073
6890,2023-12-15,18,3,75731.15,82047.725442,6316.575442000001
7485,2023-12-15,1,4,125865.5,129910.15824,4044.6582400000043
